id,project,test_class,test_name,test_file_path,focal_file_path,focal_class,focal_package,oracle_type,junit_version,assert_kind,assert_name
jexl_left_210_4,commons-jexl3,JexlTest,testCalculations_4_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_1,commons-jexl3,JexlTest,testConditions_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_2,commons-jexl3,JexlTest,testConditions_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_3,commons-jexl3,JexlTest,testConditions_3_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_4,commons-jexl3,JexlTest,testConditions_4_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_5,commons-jexl3,JexlTest,testConditions_5_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_6,commons-jexl3,JexlTest,testConditions_6_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_7,commons-jexl3,JexlTest,testConditions_7_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_8,commons-jexl3,JexlTest,testConditions_8_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_9,commons-jexl3,JexlTest,testConditions_9_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_10,commons-jexl3,JexlTest,testConditions_10_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_11,commons-jexl3,JexlTest,testConditions_11_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_12,commons-jexl3,JexlTest,testConditions_12_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_13,commons-jexl3,JexlTest,testConditions_13_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_14,commons-jexl3,JexlTest,testConditions_14_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_15,commons-jexl3,JexlTest,testConditions_15_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_16,commons-jexl3,JexlTest,testConditions_16_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_17,commons-jexl3,JexlTest,testConditions_17_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_18,commons-jexl3,JexlTest,testConditions_18_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_19,commons-jexl3,JexlTest,testConditions_19_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_211_20,commons-jexl3,JexlTest,testConditions_20_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_212_1,commons-jexl3,JexlTest,testNotConditions_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_212_2,commons-jexl3,JexlTest,testNotConditions_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_212_3,commons-jexl3,JexlTest,testNotConditions_3_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_212_4,commons-jexl3,JexlTest,testNotConditions_4_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_212_5,commons-jexl3,JexlTest,testNotConditions_5_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_212_6,commons-jexl3,JexlTest,testNotConditions_6_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_212_7,commons-jexl3,JexlTest,testNotConditions_7_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_212_8,commons-jexl3,JexlTest,testNotConditions_8_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_212_9,commons-jexl3,JexlTest,testNotConditions_9_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_212_10,commons-jexl3,JexlTest,testNotConditions_10_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_212_11,commons-jexl3,JexlTest,testNotConditions_11_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_212_12,commons-jexl3,JexlTest,testNotConditions_12_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_212_13,commons-jexl3,JexlTest,testNotConditions_13_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_212_14,commons-jexl3,JexlTest,testNotConditions_14_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_212_15,commons-jexl3,JexlTest,testNotConditions_15_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_213_1,commons-jexl3,JexlTest,testNotConditionsWithDots_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_213_2,commons-jexl3,JexlTest,testNotConditionsWithDots_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_213_3,commons-jexl3,JexlTest,testNotConditionsWithDots_3_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_214_1,commons-jexl3,JexlTest,testComparisons_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_214_2,commons-jexl3,JexlTest,testComparisons_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_214_3,commons-jexl3,JexlTest,testComparisons_3_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_215_1,commons-jexl3,JexlTest,testNull_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_215_2,commons-jexl3,JexlTest,testNull_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_215_3,commons-jexl3,JexlTest,testNull_3_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_215_4,commons-jexl3,JexlTest,testNull_4_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_215_5,commons-jexl3,JexlTest,testNull_5_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_215_6,commons-jexl3,JexlTest,testNull_6_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_215_7,commons-jexl3,JexlTest,testNull_7_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_216_1,commons-jexl3,JexlTest,testStringQuoting_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_216_2,commons-jexl3,JexlTest,testStringQuoting_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_217_1,commons-jexl3,JexlTest,testBlankStrings_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_217_2,commons-jexl3,JexlTest,testBlankStrings_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_217_3,commons-jexl3,JexlTest,testBlankStrings_3_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_217_4,commons-jexl3,JexlTest,testBlankStrings_4_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_218_1,commons-jexl3,JexlTest,testLogicExpressions_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_218_2,commons-jexl3,JexlTest,testLogicExpressions_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_218_3,commons-jexl3,JexlTest,testLogicExpressions_3_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_218_4,commons-jexl3,JexlTest,testLogicExpressions_4_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_218_5,commons-jexl3,JexlTest,testLogicExpressions_5_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_218_6,commons-jexl3,JexlTest,testLogicExpressions_6_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_218_7,commons-jexl3,JexlTest,testLogicExpressions_7_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_218_8,commons-jexl3,JexlTest,testLogicExpressions_8_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_219_1,commons-jexl3,JexlTest,testVariableNames_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_220_1,commons-jexl3,JexlTest,testMapDot_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_221_1,commons-jexl3,JexlTest,testStringLiterals_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_221_2,commons-jexl3,JexlTest,testStringLiterals_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_222_1,commons-jexl3,JexlTest,testIntProperty_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_222_2,commons-jexl3,JexlTest,testIntProperty_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_222_3,commons-jexl3,JexlTest,testIntProperty_3_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_222_4,commons-jexl3,JexlTest,testIntProperty_4_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_222_5,commons-jexl3,JexlTest,testIntProperty_5_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_223_1,commons-jexl3,JexlTest,testNegativeIntComparison_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_223_2,commons-jexl3,JexlTest,testNegativeIntComparison_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_223_3,commons-jexl3,JexlTest,testNegativeIntComparison_3_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_224_1,commons-jexl3,JexlTest,testCharAtBug_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_224_2,commons-jexl3,JexlTest,testCharAtBug_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_224_3,commons-jexl3,JexlTest,testCharAtBug_3_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_225_1,commons-jexl3,JexlTest,testEmptyDottedVariableName_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_226_1,commons-jexl3,JexlTest,testEmptySubListOfMap_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_227_1,commons-jexl3,JexlTest,testCoercionWithComparisionOperators_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_227_2,commons-jexl3,JexlTest,testCoercionWithComparisionOperators_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_227_3,commons-jexl3,JexlTest,testCoercionWithComparisionOperators_3_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_227_4,commons-jexl3,JexlTest,testCoercionWithComparisionOperators_4_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_227_5,commons-jexl3,JexlTest,testCoercionWithComparisionOperators_5_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_227_6,commons-jexl3,JexlTest,testCoercionWithComparisionOperators_6_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_227_7,commons-jexl3,JexlTest,testCoercionWithComparisionOperators_7_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_227_8,commons-jexl3,JexlTest,testCoercionWithComparisionOperators_8_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_227_9,commons-jexl3,JexlTest,testCoercionWithComparisionOperators_9_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_227_10,commons-jexl3,JexlTest,testCoercionWithComparisionOperators_10_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_227_11,commons-jexl3,JexlTest,testCoercionWithComparisionOperators_11_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_227_12,commons-jexl3,JexlTest,testCoercionWithComparisionOperators_12_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_228_1,commons-jexl3,JexlTest,testBooleanShortCircuitAnd_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertFalse
jexl_left_228_2,commons-jexl3,JexlTest,testBooleanShortCircuitAnd_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertTrue
jexl_left_229_1,commons-jexl3,JexlTest,testBooleanShortCircuitOr_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertTrue
jexl_left_229_2,commons-jexl3,JexlTest,testBooleanShortCircuitOr_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertFalse
jexl_left_230_1,commons-jexl3,JexlTest,testStringConcatenation_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_231_1,commons-jexl3,JexlTest,testToString_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_232_1,commons-jexl3,JexlTest,testBadParse_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_232_2,commons-jexl3,JexlTest,testBadParse_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,fail
jexl_left_233_1,commons-jexl3,JexlTest,testComment_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_234_1,commons-jexl3,JexlTest,testAssignment_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_234_2,commons-jexl3,JexlTest,testAssignment_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_234_3,commons-jexl3,JexlTest,testAssignment_3_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_234_4,commons-jexl3,JexlTest,testAssignment_4_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_235_1,commons-jexl3,JexlTest,testAntPropertiesWithMethods_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_235_2,commons-jexl3,JexlTest,testAntPropertiesWithMethods_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_235_3,commons-jexl3,JexlTest,testAntPropertiesWithMethods_3_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_235_4,commons-jexl3,JexlTest,testAntPropertiesWithMethods_4_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_236_1,commons-jexl3,JexlTest,testUnicodeSupport_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_236_2,commons-jexl3,JexlTest,testUnicodeSupport_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_236_3,commons-jexl3,JexlTest,testUnicodeSupport_3_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_236_4,commons-jexl3,JexlTest,testUnicodeSupport_4_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_236_5,commons-jexl3,JexlTest,testUnicodeSupport_5_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_237_1,commons-jexl3,JexlTest,testDuck_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_237_2,commons-jexl3,JexlTest,testDuck_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_237_3,commons-jexl3,JexlTest,testDuck_3_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_237_4,commons-jexl3,JexlTest,testDuck_4_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_237_5,commons-jexl3,JexlTest,testDuck_5_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_237_6,commons-jexl3,JexlTest,testDuck_6_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_238_1,commons-jexl3,JexlTest,testArray_1_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_238_2,commons-jexl3,JexlTest,testArray_2_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_238_3,commons-jexl3,JexlTest,testArray_3_oe,src/test/java/org/apache/commons/jexl3/JexlTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_239_1,commons-jexl3,JexlTest,assertExpression_1_oe,,,,,assert,unknown,custom,assertExpression
jexl_left_239_2,commons-jexl3,JexlTest,assertExpression_2_oe,,,,,assert,unknown,standard,assertEquals
jexl_left_240_1,commons-jexl3,MapLiteralTest,testLiteralWithStrings_1_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_241_1,commons-jexl3,MapLiteralTest,testLiteralWithMultipleEntries_1_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_242_1,commons-jexl3,MapLiteralTest,testLiteralWithNumbers_1_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_242_2,commons-jexl3,MapLiteralTest,testLiteralWithNumbers_2_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_242_3,commons-jexl3,MapLiteralTest,testLiteralWithNumbers_3_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_242_4,commons-jexl3,MapLiteralTest,testLiteralWithNumbers_4_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_242_5,commons-jexl3,MapLiteralTest,testLiteralWithNumbers_5_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_242_6,commons-jexl3,MapLiteralTest,testLiteralWithNumbers_6_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_242_7,commons-jexl3,MapLiteralTest,testLiteralWithNumbers_7_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_242_8,commons-jexl3,MapLiteralTest,testLiteralWithNumbers_8_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_242_9,commons-jexl3,MapLiteralTest,testLiteralWithNumbers_9_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_243_1,commons-jexl3,MapLiteralTest,testSizeOfSimpleMapLiteral_1_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_244_1,commons-jexl3,MapLiteralTest,testCallingMethodsOnNewMapLiteral_1_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_245_1,commons-jexl3,MapLiteralTest,testNotEmptySimpleMapLiteral_1_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertFalse
jexl_left_246_1,commons-jexl3,MapLiteralTest,testMapMapLiteral_1_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertNotNull
jexl_left_246_2,commons-jexl3,MapLiteralTest,testMapMapLiteral_2_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_247_1,commons-jexl3,MapLiteralTest,testMapArrayLiteral_1_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertNotNull
jexl_left_247_2,commons-jexl3,MapLiteralTest,testMapArrayLiteral_2_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_248_1,commons-jexl3,MapLiteralTest,testEmptyMap_1_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_249_1,commons-jexl3,MapLiteralTest,testVariableMap_1_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertTrue
jexl_left_249_2,commons-jexl3,MapLiteralTest,testVariableMap_2_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_249_3,commons-jexl3,MapLiteralTest,testVariableMap_3_oe,src/test/java/org/apache/commons/jexl3/MapLiteralTest.java,,,,assert,unknown,standard,assertEquals
jexl_left_250_1,commons-jexl3,ArithmeticOperatorTest,testRegexp_1_oe,src/test/java/org/apache/commons/jexl3/ArithmeticOperatorTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_250_2,commons-jexl3,ArithmeticOperatorTest,testRegexp_2_oe,src/test/java/org/apache/commons/jexl3/ArithmeticOperatorTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_250_3,commons-jexl3,ArithmeticOperatorTest,testRegexp_3_oe,src/test/java/org/apache/commons/jexl3/ArithmeticOperatorTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_250_4,commons-jexl3,ArithmeticOperatorTest,testRegexp_4_oe,src/test/java/org/apache/commons/jexl3/ArithmeticOperatorTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_250_5,commons-jexl3,ArithmeticOperatorTest,testRegexp_5_oe,src/test/java/org/apache/commons/jexl3/ArithmeticOperatorTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_250_6,commons-jexl3,ArithmeticOperatorTest,testRegexp_6_oe,src/test/java/org/apache/commons/jexl3/ArithmeticOperatorTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_250_7,commons-jexl3,ArithmeticOperatorTest,testRegexp_7_oe,src/test/java/org/apache/commons/jexl3/ArithmeticOperatorTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_250_8,commons-jexl3,ArithmeticOperatorTest,testRegexp_8_oe,src/test/java/org/apache/commons/jexl3/ArithmeticOperatorTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_250_9,commons-jexl3,ArithmeticOperatorTest,testRegexp_9_oe,src/test/java/org/apache/commons/jexl3/ArithmeticOperatorTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_250_10,commons-jexl3,ArithmeticOperatorTest,testRegexp_10_oe,src/test/java/org/apache/commons/jexl3/ArithmeticOperatorTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_250_11,commons-jexl3,ArithmeticOperatorTest,testRegexp_11_oe,src/test/java/org/apache/commons/jexl3/ArithmeticOperatorTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_250_12,commons-jexl3,ArithmeticOperatorTest,testRegexp_12_oe,src/test/java/org/apache/commons/jexl3/ArithmeticOperatorTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_250_13,commons-jexl3,ArithmeticOperatorTest,testRegexp_13_oe,src/test/java/org/apache/commons/jexl3/ArithmeticOperatorTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_250_14,commons-jexl3,ArithmeticOperatorTest,testRegexp_14_oe,src/test/java/org/apache/commons/jexl3/ArithmeticOperatorTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_250_15,commons-jexl3,ArithmeticOperatorTest,testRegexp_15_oe,src/test/java/org/apache/commons/jexl3/ArithmeticOperatorTest.java,,,,assert,unknown,custom,assertExpression
jexl_left_250_16,commons-jexl3,ArithmeticOperatorTest,testRegexp_16_oe,src/test/java/org/apache/commons/jexl3/ArithmeticOperatorTest.java,,,,assert,unknown,custom,assertExpression
