id,target,output,match_tc_mut_doc
bean_190_6,"assertEquals(""Copied long property"",3333,((Long)bean.get(""longProperty"")).longValue());",exception,0
bean_321_7,"assertEquals(""intProperty value"",103,((Integer)intProperty).intValue());",exception,0
bean_602_2,"assertEquals(""mix"", simplePojo.getJcrMixinTypes()[0]);",exception,0
bean_318_1,"assertNotNull(""dynaProps exists"", dynaProps);","assertEquals(0, dynaProps.length);",0
bean_420_2,"assertNull(""Check Indexed Property is null"", dynaMap.get(testProperty));",exception,0
bean_384_5,"assertEquals((short) 123, bean.getShortProperty());","assertEquals(123, bean.getShortProperty());",0
bean_301_2,"assertEquals(""post-set check"", ""value1"", bean.get(BASIC_PROP1));",exception,0
bean_656_1,"assertNotNull(""Convert "" + message[i] + "" should not be null"", val);",exception,0
bean_689_6,"assertFalse(""Obj1 class incorrect"", componentClass.isInstance(obj1));",exception,0
bean_558_1,assertNotNull(obj);,exception,0
bean_558_3,"assertEquals(true,((TestBean)obj).getBooleanProperty());",exception,0
bean_554_7,"assertEquals(true,((TestBean)obj).isBooleanSecond());",exception,0
bean_383_4,"assertEquals(123, bean.getLongProperty());","assertEquals(123L, bean.getLongProperty());",0
bean_626_2,"assertFalse(""PropertyUtils.isWriteable(bean, \""indexedReadOnly\"") returned "" + result, result);",exception,0
bean_343_20,"assertEquals(""stringArray length"", 2, stringArray.length);",exception,0
bean_338_7,"assertEquals(""Check Indexed Bean Value is correct"", testString1, bean.get(testProperty, index));",exception,0
bean_191_10,"assertEquals(""Value of'shortProperty'"",new Short((short)987),map.get(""shortProperty""));",exception,0
bean_627_2,"assertFalse(""PropertyUtils.isWriteable(bean, \""mappedReadOnly\"") returned "" + result, result);",exception,0
bean_18_2,"assertEquals(""Not IndexedPropertyDescriptor"",IndexedPropertyDescriptor.class,descriptor.getClass());",exception,0
bean_550_2,"assertTrue(!predicate.evaluate(new TestBean(""bar"")));",exception,0
bean_335_1,"assertNull(""Check Indexed Property doesn't exist"", dynaClass.getDynaProperty(testProperty));",exception,0
bean_364_2,"assertEquals(""java.util.Date --> String"", testUtilDate.toString(), bean.getStringProperty());",exception,0
bean_546_2,"assertTrue(""Comparator did not sort properly. Result:"" + result,result == -1);",exception,0
bean_754_9,"assertEquals(""Short->String"", a, LocaleConvertUtils.convert(new Short((short)123)));",exception,0
bean_75_1,"assertEquals(1, MethodUtils.clearCache());","assertEquals(0, MethodUtils.clearCache());",0
bean_227_2,"assertNotNull(""No write method for name"", pd.getWriteMethod());","assertEquals(""setName"", pd.getWriteMethod().getName());",0
bean_423_1,"assertTrue(""Check MutableDynaClass is restricted"", dynaMap.isRestricted());",exception,0
bean_620_2,"assertEquals(List.class, propertyUtils.getPropertyType(bean, ""someList""));",exception,0
bean_259_1,"assertTrue(""decoratedMap true"", a);","assertEquals(false, a);",0
bean_44_1,"assertEquals(""Type is different"", newList.getClass(), value.getClass());",assertNull(value);,0
bean_105_8,"assertEquals(""stringProperty"",""New String Property"",(String)bean.get(""stringProperty""));",exception,0
bean_342_17,"assertEquals(""intArray[0]"", 0, intArray[0]);",exception,0
bean_325_1,"assertNull(""Check Property doesn't exist"", a);",assertNull(a);,0
bean_95_2,"assertEquals(a, testProperty2Duplicate);","assertEquals(true, a!= null);",0
bean_190_13,"assertEquals(""dupProperty[2]"", ""New 2"",","assertEquals(333.33, bean.getDoubleProperty(), 0.01D);",0
bean_306_1,"assertEquals(""Wrong array size"", 1, array.length);",assertNotNull(array);,0
bean_329_4,"assertEquals(""Check Mapped Property exists"", TreeMap.class, bean.get(testProperty).getClass());",exception,0
bean_707_3,"assertEquals(""result[0]"", ""first"", result[0]);",assertNull(result);,0
bean_513_1,"assertEquals(""(1)Get/Set On Parent."",""Roger"",out);",exception,0
bean_512_2,"assertEquals(""(2)Inner class property set/get property failed."",""5"",out);",exception,0
bean_649_5,"assertTrue(""Y Key"", result.containsKey(""y""));","assertEquals(true, result.containsKey(""x""));",0
bean_315_1,"assertTrue(""Got property names"", context.propertyNames().isEmpty());","assertEquals(true, context.propertyNames().isEmpty());",0
bean_557_2,assertNotNull(obj);,exception,0
bean_540_1,"assertTrue(""Comparator did not sort properly. Result:"" + result,result == -1);",exception,0
bean_335_8,"assertEquals(""Check First Indexed Value is correct(b)"", testInteger1, new Integer(((int[])bean.get(testProperty))[index]));",exception,0
bean_418_2,"assertNull(""Check Indexed Property is null"", dynaMap.get(testProperty));",exception,0
bean_773_6,"assertNotNull(""1-Read Method null"", descriptor.getMappedReadMethod());",assertNull(descriptor.getMappedReadMethod());,0
bean_343_22,"assertEquals(""stringArray[1]"", ""New 1"", stringArray[1]);",exception,0
bean_419_10,"assertEquals(""Check Second Indexed Value is correct(a)"", testInteger2, dynaMap.get(testProperty, index));",exception,0
bean_417_7,"assertEquals(""Check First Array length is correct"", new Integer(index+1),  new Integer(((ArrayList<?>)dynaMap.get(testProperty)).size()));",exception,0
bean_208_4,"assertEquals(123, ((Float) bean.get(""floatProperty"")).floatValue(), 0.005);",exception,0
bean_381_4,"assertEquals(123, bean.getFloatProperty(), 0.005);","assertEquals(123.0F, bean.getFloatProperty(), 0.01D);",0
bean_7_1,"assertTrue(""MutableDynaClass is restricted"", dynaClass.isRestricted());","assertEquals(true, dynaClass.isRestricted());",0
bean_410_1,"assertNull(""Check Property doesn't exist"", a);","assertEquals(false, a.isHidden());",0
bean_341_5,"assertEquals(""Copied double property"",333.33,bean.getDoubleProperty(),0",exception,0
bean_310_1,"assertEquals(""Wrong number of property names"", count + 1, names.size());",exception,0
bean_754_8,"assertEquals(""Long->String"", a, LocaleConvertUtils.convert(new Long(123)));",exception,0
bean_750_4,"assertEquals(""Second thread gets value it set"", beanTwo, signal.getBean());",exception,0
bean_99_5,"assertEquals(shape.getClass(), value.getClass());","assertEquals(""[10, 20, 30]"", Arrays.toString(results1));",0
bean_334_1,"assertNull(""Check Indexed Property doesn't exist"", dynaClass.getDynaProperty(testProperty));",exception,0
bean_88_8,"assertEquals(""Double.TYPE"",    new Double(""6""),     beanMap.getTypeTransformer(Double.TYPE).transform(""6""));",assertNotNull(beanMap);,0
bean_745_3,"assertNotNull(""Weak reference released early (2)"", testReference.get());",exception,0
bean_12_4,"assertNull(""property is null"", dynaClass.getDynaProperty(testProperty));",exception,0
bean_368_3,"assertEquals(123, bean.getFloatProperty(), 0.005);","assertEquals(123.0F, bean.getFloatProperty(), 0.01D);",0
bean_335_4,"assertEquals(""Check Indexed Property is correct type"", primitiveArray.getClass(), bean.get(testProperty).getClass());",exception,0
bean_97_2,"assertEquals(""intArray1"",""123"",ConvertUtils.convert(intArray1));",exception,0
bean_442_1,"assertEquals(""Can retrieve directly"",""Special Value"",bean.getMappedProperty(""key.with.a.dot""));",exception,0
bean_648_3,"assertTrue(""Class"", result.containsKey(""class""));","assertEquals(true, result.containsKey(""y""));",0
bean_725_1,"assertEquals(""Calendar to Long"", new Long(longValue), converter.convert(Long.class, calendarValue));","assertEquals(true, calendarValue.isLenient());",0
bean_748_4,"assertEquals(""Second thread gets value it set"", new Integer(1789), signal.getMarkerObject());",exception,0
bean_482_1,"assertEquals(""BEFORE"", ""def"", ((String[])bean.getMapProperty().get(""mappedArray""))[1]);",exception,0
bean_420_11,"assertEquals(""Check Second Indexed Value is correct(b)"", testString2, ((String[])dynaMap.get(testProperty))[index]);",exception,0
bean_96_2,"assertEquals(((Boolean) value).booleanValue(), false);",assertNull(value);,0
bean_100_45,assertTrue(value instanceof Double);,exception,0
bean_330_1,"assertFalse(""Check Mapped Property doesn't exist"", dynaClass.isDynaProperty(testProperty));",exception,0
bean_82_2,"assertNotNull(""bigDecimalProperty exists"", bigDecimalProperty);",exception,0
bean_96_7,assertTrue(value instanceof Byte);,assertNull(value);,0
bean_558_8,"assertEquals(""TEST"",((TestBean)obj).getStringProperty());",exception,0
bean_101_1,assertTrue(value instanceof Boolean);,exception,0
bean_666_2,"assertEquals(""String Test"",    new Character('F'), converter.convert(Character.class, ""FOO""));",assertNotNull(converter);,0
bean_321_8,"assertNull(""nullProperty null"", nullProperty);",exception,0
bean_565_2,"assertTrue(""Same Object"", wrappedAlphaBean == alphaBean);",exception,0
bean_342_8,"assertEquals(""shortProperty"",(short)555,bean.getShortProperty());",exception,0
bean_675_1,"assertTrue(""Wrong result"", converter.convert(Boolean.TYPE, STANDARD_TRUES[0]));","assertEquals(false, converter.supports(Boolean.class));",0
bean_110_6,"assertNotNull(""Can retrieve directly"",bean.get(""mappedObjects"",""nested.property""));",exception,0
bean_385_6,"assertEquals(2, bean.getNested().getIntProperty());",exception,0
bean_96_12,assertTrue(value instanceof Double);,exception,0
bean_203_5,"assertTrue(""stringArray of correct type"",newValue instanceof String[]);",exception,0
bean_329_7,"assertEquals(""Check First Mapped Value is correct(b)"", testInteger1, ((TreeMap<?,?>)bean.get(testProperty)).get(testKey));",exception,0
bean_513_2,"assertEquals(""(2)Get/Set On Parent."",""abcd"",bean.getName());","assertEquals(""org.apache.commons.beanutils.SonOfAlphaBean"", bean.getDynaClass().getName());",0
bean_334_8,"assertEquals(""Check First Array length is correct"", new Integer(index+1),  new Integer(((LinkedList<?>)bean.get(testProperty)).size()));",exception,0
bean_409_1,"assertEquals(""Check DynaClass name"", a, new LazyDynaMap(""TestBean"").getName());","assertEquals(""TestBean"", a);",0
bean_666_1,"assertEquals(""Character Test"", new Character('N'), converter.convert(Character.class, new Character('N')));",assertNotNull(converter);,0
bean_627_4,"assertTrue(""PropertyUtils.isWriteable(bean, \""mappedWriteOnly\"") returned "" + result, result);",exception,0
bean_619_1,"assertEquals(""item0"", described.get(""someList""));",assertNotNull(bean);,0
bean_99_1,"assertEquals(shape.getClass(), value.getClass());",exception,0
bean_262_2,"assertFalse(""decoratedMap false"", a);","assertEquals(false, a);",0
bean_669_1,"assertEquals(""Default Test"",   new Character('C'), converter.convert(Character.class, null));",assertNotNull(converter);,0
bean_103_2,"assertEquals(""Date Converter doesn't do String conversion"", ""Foo-Converter"", utils.convert(today, String.class));",exception,0
bean_555_1,assertNotNull(obj);,exception,0
bean_719_4,"assertEquals(""Locale.GERMAN "" + numbers[3], numbers[3], converter.convert(getExpectedType(), ""[2.3]""));","assertEquals(""[0,0];(0,0)"", converter.getPattern());",0
bean_413_2,"assertNull(""Check Map is null"", a);",exception,0
bean_72_3,"assertEquals(""Set value (foo)"", bean.getFoo(), ""new foo"");","assertEquals(""new bar"", bean.getBar());",0
bean_98_10,"assertEquals(""String->String"", a, ConvertUtils.convert(""abc""));","assertEquals(""abc"", a);",0
bean_369_2,"assertEquals((int) 123, bean.getIntProperty());","assertEquals(123L, bean.getLongProperty());",0
bean_259_2,"assertFalse(""modifiableMap false"", a);","assertEquals(false, a);",0
bean_387_2,"assertEquals(""123"", bean.getWriteOnlyPropertyValue());","assertEquals(""New value"", bean.getWriteOnlyProperty());",0
bean_96_16,assertTrue(value instanceof Float);,assertNull(value);,0
bean_96_1,assertTrue(value instanceof Boolean);,assertNull(value);,0
bean_689_4,assertTrue(sharedLoader!= componentLoader);,assertNotNull(componentClass);,0
bean_772_3,"assertNotNull(""Bean is null"", bean);",exception,0
bean_325_5,"assertEquals(""Check Second Value is correct"", testInteger2, bean.get(testProperty));",exception,0
bean_582_2,"assertTrue(""Expected NoSuchMethodException but returned '"" + result + ""'"", threwNoSuchMethodException);",exception,0
bean_771_5,"assertEquals(""Second Value"", PropertyUtils.getProperty(bean, ""mappedProperty(Second Key)""));",exception,0
bean_715_1,"assertEquals(""Default Locale "" + numbers[0], ""(12.0)"", converter.convert(String.class, numbers[0]));","assertEquals(""[0,0.0];(0,0.0)"", converter.getPattern());",0
bean_750_1,"assertEquals(""Start thread gets right instance"", beanOne, LocaleBeanUtilsBean.getLocaleBeanUtilsInstance());",exception,0
bean_551_3,"assertEquals(""TEST"",((TestBean)obj).getStringProperty());",exception,0
bean_325_4,"assertEquals(""Check Property type is correct"", Integer.class, dynaClass.getDynaProperty(testProperty).getType());",exception,0
bean_344_11,"assertEquals(""Value of'stringProperty'"",""This is a string"",map.get(""stringProperty""));",exception,0
bean_672_1,"assertSame(defaultValue, converter.convert(Boolean.class, ""bogus""));",assertNotNull(converter);,0
bean_698_1,"assertEquals(""Array to String"", ""[Ljava.lang.Boolean;"", converter.convert(String.class, Boolean[].class));","assertEquals(""class java.lang.Class"", converter.toString());",0
bean_635_2,"assertTrue(""Target value='"" + targetBean.getSimpleReadOnly() + ""'"", value.equals(targetBean.getSimpleReadOnly()));",exception,0
bean_687_1,"assertEquals(2, results.length);",assertNull(results);,0
bean_96_24,assertTrue(value instanceof Long);,exception,0
bean_559_5,assertNull(ctor);,exception,0
bean_342_6,"assertEquals(""longProperty"",111,bean.getIntProperty());",exception,0
bean_550_1,assertTrue(predicate.evaluate(new TestBean(nullString)));,exception,0
bean_204_2,"assertEquals(1, Integer.parseInt((String) bean.get(""stringProperty"")));",exception,0
bean_763_5,"assertEquals(""Negative Float.MIN_VALUE"", new Float(Float.MIN_VALUE * -1), converter.convert(fmt.format(Float.MIN_VALUE * -1)));",assertNotNull(fmt);,0
bean_106_9,"assertEquals(""Value of'shortProperty'"",new Short((short)987),map.get(""shortProperty""));",exception,0
bean_105_5,"assertEquals(""intProperty"",111,((Integer)bean.get(""intProperty"")).",exception,0
bean_336_4,"assertEquals(""Check Indexed Property is correct type"", objectArray.getClass(), bean.get(testProperty).getClass());",exception,0
bean_692_1,"assertEquals(""Default toString()"", ""2"", result);",assertNotNull(result);,0
bean_96_4,"assertEquals(((Boolean) value).booleanValue(), false);",assertNull(value);,0
bean_657_2,"assertEquals(""TYPE "", getExpectedType(), result.getClass());","assertEquals(""2006-10-29T00:00:00.000000000-+0100:+0100"", result.toString());",0
bean_341_4,"assertEquals(""Copied byte property"",(byte)111,bean.getByteProperty());",exception,0
bean_708_3,"assertEquals(input[i] + "" to String"", input[i], converter.convert(String.class, expected[i]));",exception,0
bean_296_3,"assertEquals(""java.util.Date[] --> String[] value "", testStringDate, bean.getStringArray()[0]);",exception,0
bean_520_2,"assertEquals(""Different number of properties"",desc1.length,desc2.length);",assertNotNull(nameDescriptor);,0
bean_558_11,"assertEquals(17.3f,((TestBean)obj).getFloatProperty(),0.0f);",exception,0
bean_689_3,"assertSame(componentLoader, componentClass.getClassLoader());",assertNotNull(componentClass);,0
bean_307_1,"assertEquals(""Wrong current class"", a, context.getTargetClass());",exception,0
bean_189_8,"assertEquals(""shortProperty"",(short)555,((Short)bean.get(""shortProperty",exception,0
bean_566_1,"assertTrue(""Object type is WrapDynaBean"", createdInstance instanceof WrapDynaBean);",exception,0
bean_90_1,"assertEquals(""Size"", a, BeanMap.defaultTransformers.size());",exception,0
bean_688_3,"assertEquals(""Entry two is wrong"", ""2"", results[1]);","assertEquals(""[1, 2, 3, 4, 5]"", Arrays.toString(results));",0
bean_106_2,"assertTrue(""Property '"" + describe + ""' is present"",map.containsKey(describe));",exception,0
bean_650_2,"assertEquals(""Check Size"", 2, result.size());","assertEquals(0, result.size());",0
bean_385_9,"assertEquals(3, bean.getNested().getIntProperty());","assertEquals(1, bean.getNested().getIntProperty());",0
bean_344_10,"assertEquals(""Value of'shortProperty'"",""987"",map.get(""shortProperty""));",exception,0
bean_648_2,"assertEquals(""Check Size"", 1, result.size());","assertEquals(0, result.size());",0
bean_766_9,"assertEquals(""Set lenient failed"", converter.isLenient(), true);","assertEquals(true, dateFormat.isLenient());",0
bean_426_18,"assertEquals(""intArray[2]"", 200, intArray[2]);",exception,0
bean_775_1,"assertNotNull(""ClassLoader is null"", loader);",exception,0
bean_100_43,assertTrue(value instanceof Double);,exception,0
bean_342_7,"assertEquals(""longProperty"",444,bean.getLongProperty());",exception,0
bean_334_3,"assertTrue(""Check Property is indexed"", dynaClass.getDynaProperty(testProperty).isIndexed());",exception,0
bean_76_1,"assertEquals(0, MethodUtils.clearCache());","assertEquals(0, MethodUtils.clearCache());",1
bean_343_5,"assertEquals(""Copied int property"",333,bean.getIntProperty());",exception,0
bean_100_42,"assertEquals(String.class, value);",exception,0
bean_425_3,"assertNotNull(""Indexed Prop missing"", indexProp);",exception,0
bean_385_5,"assertEquals(0, bean.getIntProperty());","assertEquals(1, bean.getNested().getIntProperty());",0
bean_557_5,"assertEquals(""TEST"",((TestBean)obj).getStringProperty());",exception,0
bean_558_10,assertTrue(obj instanceof TestBean);,exception,0
bean_96_25,"assertEquals(((Long) value).longValue(), 0);",exception,0
bean_555_5,assertNotNull(obj);,exception,0
bean_210_4,"assertEquals((long) 123, ((Long) bean.get(""longProperty"")).longValue());",exception,0
bean_95_3,"assertEquals(a, testProperty3Duplicate);","assertEquals(true, a!= null);",0
bean_100_41,assertTrue(value instanceof Class);,exception,0
bean_771_3,"assertNotSame(""ClassLoaders should be different.."", getClass().getClassLoader(), beanClass.getClassLoader());",exception,0
bean_342_19,"assertEquals(""intArray[2]"", 200, intArray[2]);",exception,0
bean_384_3,"assertEquals((short) 123, bean.getShortProperty());","assertEquals(123.0, bean.getShortProperty(), 0.01D);",0
bean_511_11,"assertEquals(""Cannot get index property on property"", ""Bean@3"", value.getName());",exception,0
bean_342_2,"assertEquals(""booleanProperty"",false,bean.getBooleanProperty());",exception,0
bean_307_2,"assertTrue(""Got property names"", a);","assertEquals(true, a);",0
bean_381_2,"assertEquals(123, bean.getFloatProperty(), 0.005);","assertEquals(123.0, bean.getFloatProperty(), 0.01D);",0
bean_101_11,assertTrue(value instanceof Boolean);,exception,0
bean_96_8,"assertEquals(((Byte) value).byteValue(), (byte) 0);",assertNull(value);,0
bean_100_35,assertTrue(value instanceof Byte);,exception,0
bean_426_17,"assertEquals(""intArray[1]"", 100, intArray[1]);",exception,0
bean_631_2,"assertTrue(""Expected IllegalArgumentException"", threwIllegalArgumentException);",exception,0
bean_100_27,assertTrue(value instanceof Boolean);,exception,0
bean_422_2,"assertNull(""Check Indexed Property is null"", dynaMap.get(testProperty));",exception,0
bean_46_1_2,"assertEquals(""Method is not named correctly"",methodName0,method0.getName());",exception,0
bean_518_1,"assertEquals(""Set property direct failed"", ""bean value"", bean.getUnusuallyNamedProperty());","assertEquals(true, utilsBean.supports(ExtendMapBean.class));",0
bean_421_4,"assertEquals(""Check Indexed Property is correct type"", objectArray.getClass(), dynaMap.get(testProperty).getClass());",exception,0
bean_100_49,assertTrue(value instanceof Float);,exception,0
bean_483_3,"assertEquals(""AFTER"", ""KLM-UPDATED"", ((List<?>)bean.getMapProperty().get(""mappedList"")).get(0));","assertEquals(""KLM-UPDATED"", bean.getMapProperty().get(""mappedList"").get(0));",0
bean_16_3,"assertEquals(""PropertDescriptor Type invalid"",testArray.getClass(),descriptor.getPropertyType());",exception,0
bean_89_4,"assertEquals(""Short.TYPE"", a, ((Transformer)BeanMap.defaultTransformers.get(Short.TYPE)).transform(""2""));",exception,0
bean_106_5,"assertEquals(""Value of 'doubleProperty'"",new Double(321.0),map.get(""doubleProperty""));",exception,0
bean_518_2,"assertEquals(""Set property on map failed (1)"", ""new value"", bean.getUnusuallyNamedProperty());",exception,0
bean_410_4,"assertEquals(""Check Property type is correct"", Integer.class, dynaMap.getDynaProperty(testProperty).getType());",exception,0
bean_649_3,"assertTrue(""Class"", result.containsKey(""class""));","assertEquals(true, result.containsKey(""x""));",0
bean_100_15,assertTrue(value instanceof Boolean);,exception,0
bean_298_1,"assertEquals(""1. check size"", size, lazyList.size());","assertEquals(5, lazyList.size());",0
bean_375_2,"assertEquals(""Calendar --> java.util.Date"", testUtilDate, bean.getDateProperty());",exception,0
bean_546_1,"assertTrue(""Comparator did not sort properly. Result:"" + result,result == 1);",exception,0
bean_766_5,"assertEquals(""Set lenient failed"", converter.isLenient(), false);","assertEquals(true, dateFormat.isLenient());",0
bean_431_1,"assertNotNull(""Got descriptors"", pd);",exception,0
bean_417_9,"assertEquals(""Check Second Array length is correct"", new Integer(index+1),  new Integer(((ArrayList<?>)dynaMap.get(testProperty)).size()));",exception,0
bean_329_3,"assertEquals(""Check Property is correct type"", TreeMap.class, dynaClass.getDynaProperty(testProperty).getType());",exception,0
bean_603_2,"assertEquals(""mixrereferencible"", simplePojo.getJcrMixinTypes()[0]);",exception,0
bean_596_1,"assertEquals(""Wrong value"", NEW_VALUE, bean.getFoo()[0]);","assertEquals(""[]"", bean.toString());",0
bean_560_2,assertTrue(Modifier.isPublic(ctor.getModifiers()));,exception.,0
bean_756_2,"assertNotNull(""Null Result"", result);",assertNull(result);,0
bean_206_2,"assertEquals((byte) 123, ((Byte) bean.get(""byteProperty"")).byteValue());","assertEquals((byte)123, bean.getByteProperty());",0
bean_96_13,"assertEquals(((Double) value).doubleValue(), 0.0, 0.005);",exception,0
bean_324_2,"assertEquals(""Date Meta Class"",      ""java.sql.Timestamp"", metaData.getColumnClassName(dateColIdx));","assertEquals(0, resultSet.getConcurrency());",0
bean_336_5,"assertNotNull(""Check Indexed Property is not null"", bean.get(testProperty));",exception,0
bean_89_8,"assertEquals(""Double.TYPE"", a, ((Transformer)BeanMap.defaultTransformers.get(Double.TYPE)).transform(""6""));","assertEquals(true, Boolean.valueOf(true).booleanValue());",0
bean_541_1,"assertTrue(""Comparator did not sort properly. Result:"" + result,result == 1);",exception,0
bean_412_2,"assertNull(""Check Map is null"", a);",exception,0
bean_414_3,"assertNull(""Check Mapped Value is null"", dynaMap.get(testProperty, testKey));",exception,0
bean_613_1,"assertEquals(""Class property should have been accessed"", ""class org.apache.commons.beanutils.AlphaBean"", result);",assertNull(result);,0
bean_100_22,"assertEquals(((Boolean) value).booleanValue(), false);",exception,0
bean_385_4,assertNotNull(bean.getNested());,"assertEquals(1, bean.getNested().getIntProperty());",0
bean_604_2,"assertEquals(""mixrereferencible"", simplePojo.getJcrMixinTypes()[0]);",exception,0
bean_100_29,assertTrue(value instanceof Boolean);,exception,0
bean_96_27,"assertEquals(((Short) value).shortValue(), (short) 0);",exception,0
bean_385_12,"assertEquals(4, bean.getNested().getIntProperty());","assertEquals(1, bean.getNested().getIntProperty());",0
bean_227_5,"assertNotNull(""No read method for fluentGetProperty"",pd.getReadMethod());",assertNull(pd.getReadMethod());,0
bean_551_5,assertTrue(obj instanceof TestBean);,exception,0
bean_369_1,"assertEquals(123, bean.getIntProperty());",exception,0
bean_189_12,"assertEquals(""dup",assertNotNull(dupProperty);,0
bean_575_2,"assertFalse(""PropertyUtils.isWriteable(bean, \""simple\"") returned true"", result);",exception,0
bean_213_7,"assertEquals(0, ((Integer) bean.get(""intProperty"")).intValue());",exception,0
bean_100_13,assertTrue(value instanceof Boolean);,exception,0
bean_606_1,"assertEquals(String.class.getName(), propertyType.getName());",assertNull(bean.getName());,0
bean_327_3,"assertNull(""Check Value is null"", bean.get(testProperty));",exception,0
bean_341_8,"assertEquals(""Copied short property"",(short)33,bean.getShortProperty());",exception,0
bean_380_3,"assertEquals(123, bean.getDoubleProperty(), 0.005);","assertEquals(123.0, bean.getDoubleProperty(), 0.01D);",0
bean_344_7,"assertEquals(""Value of 'floatProperty'"",""123.0"",map.get(""floatProperty""));",exception,0
bean_103_3,"assertEquals(""No registered Date converter"", ""Foo-Converter"", utils.convert(today, String.class));",exception,0
bean_719_3,"assertEquals(""Locale.GERMAN "" + numbers[2], numbers[2], converter.convert(getExpectedType(), ""(2.2)""));","assertEquals(""[0,0];(0,0)"", converter.getPattern());",0
bean_95_5,assertFalse(a);,"assertEquals(false, a);",0
bean_516_2,"assertEquals(""Unexpected keys in submap"", ""beta1"", keysToString(submap));",exception,0
bean_630_4,"assertTrue(""Expected IllegalArgumentException but returned '"" + result + ""'"", threwIllegalArgumentException);",exception,0
bean_617_1,"assertEquals(""item0"", a);",assertNull(beanUtils.getProperty());,0
bean_570_1,"assertNotSame(""Got same instance from cache"", clazz, clazz2);",assertNotNull(clazz2);,0
bean_38_1,"assertEquals(""modified-1"", bean.getStringArray(1));","assertEquals(""modified-1"", bean.getStringArray()[1]);",0
bean_331_2,"assertNull(""Check Property doesn't exist"", dynaClass.getDynaProperty(testProperty));",exception,0
bean_101_2,"assertEquals(""Standard conversion failed(1)"",((Boolean)value).booleanValue(),true);",exception,0
bean_373_4,"assertEquals(""value[2]"", ""GHI"", strArray[2]);",exception,0
bean_693_2,"assertEquals(message[i] + "" to null type"",expected[i],converter.convert(null,input[i]));",exception,0
bean_427_7,"assertEquals(""Value of 'intProperty'"",new Integer(123),map.get(""intProperty""));",exception,0
bean_343_14,"assertNotNull(""intArray present"", intArray);",exception,0
bean_734_1,"assertEquals(message[i] + "" to Integer"",expected[i],converter.convert(Integer.class,input[i]));",exception,0
bean_100_17,assertTrue(value instanceof Boolean);,exception,0
bean_690_1,"assertEquals(message[i] + "" to Float"",expected[i].floatValue(),(converter.convert(Float.class,input[i])).floatValue(),0.00001);",exception,0
bean_100_23,assertTrue(value instanceof Boolean);,exception,0
bean_317_5,"assertEquals(""string property class"",String.class,dynaProp.getType());",exception,0
bean_373_6,"assertEquals(""value[0]"", 0, intArray[0]);",exception,0
bean_665_3,"assertEquals(""Integer Test"",   ""3"", converter.convert(String.class, new Integer(321)));","assertEquals(false, converter.supports(String.class));",0
bean_430_1,"assertEquals(""Can retrieve directly"",testIntegerValue,new Integer(bean.getMappedIntProperty(""key.with.a.dot"")));",exception,0
bean_212_3,"assertEquals((short) 123, ((Short) bean.get(""shortProperty"")).shortValue());",exception,0
bean_567_1,"assertEquals(""origBean default"", new Integer(123), origBean.get(""intProperty""));",exception,0
bean_727_2,"assertEquals(""Default XXXX "", defaultvalue, converter.convert(getExpectedType(), ""XXXX""));",assertNotNull(converter);,0
bean_321_9,"assertNotNull(""stringProperty exists"", stringProperty);",exception,0
bean_515_4,"assertEquals(""bar property"", ""bar-updated"", bean.getBar());",exception,0
bean_598_1,"assertEquals(""Wrong value"", NEW_VALUE, bean.getFoo().get(0));",exception,0
bean_602_1,"assertEquals(""array size"", 4, simplePojo.getJcrMixinTypes().length);",exception,0
bean_588_2,"assertEquals(""BaseX name value"", result);",exception,0
bean_329_1,"assertNull(""Check Mapped Property doesn't exist"", a);","assertEquals(false, a.isHidden());",0
bean_773_5,"assertSame(""BeanClass ClassLoader incorrect"", beanClass.getClassLoader(), loader);",exception,0
bean_558_9,assertNotNull(obj);,exception,0
bean_326_1,"assertNull(""Check Property doesn't exist"", a);",assertNotNull(a);,0
bean_17_3,"assertEquals(""PropertDescriptor Type invalid"",List.class,descriptor.getPropertyType());",exception,0
bean_377_2,"assertEquals(""java.util.Date --> String"", testUtilDate.toString(), bean.getStringProperty());",exception,0
bean_385_8,"assertEquals(0, bean.getIntProperty());","assertEquals(1, bean.getNested().getIntProperty());",0
bean_514_4,"assertNotNull(""Map Descriptor is null"", PropertyUtils.getPropertyDescriptor(bean, ""noGetterMappedProperty""));",exception,0
bean_28_1,"assertNotNull(""No ArrayList Write Method"", descriptor.getWriteMethod());",assertNull(descriptor.getWriteMethod());,0
bean_361_4,"assertEquals((byte) 123, bean.getByteProperty());","assertEquals((byte)123, bean.getByteProperty());",0
bean_511_5,"assertEquals(""Get property on indexes failed (1)"", ""NOT SET"", prop);",exception,0
bean_344_8,"assertEquals(""Value of 'intProperty'"",""123"",map.get(""intProperty""));",exception,0
bean_637_2,"assertTrue(""Target value='"" + targetBean.getSimpleReadOnly() + ""'"", value.equals(targetBean.getSimpleReadOnly()));",exception,0
bean_754_10,"assertEquals(""String->String"", a, LocaleConvertUtils.convert(""abc""));",exception,0
bean_90_2,"assertEquals(""entrySet"", a, BeanMap.defaultTransformers.entrySet().size());",exception,0
bean_190_8,"assertEquals(""Copied string property"",""Custom string"",(String)bean.get(""stringProperty""));",exception,0
bean_203_3,"assertEquals(""stringArray length"",1,((String[])newValue).length);",exception,0
