focal_method,test_prefix,docstring
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test231()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertEquals(0, bufferedImage0.getMinTileY());
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test232()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertEquals(0, bufferedImage0.getTileGridYOffset());
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test233()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertEquals(0, bufferedImage0.getMinTileX());
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test234()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertEquals(3, bufferedImage0.getTransparency());
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test235()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertEquals(1, bufferedImage0.getNumYTiles());
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test236()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertEquals(3, bufferedImage0.getTileWidth());
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test237()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertEquals(0, bufferedImage0.getTileGridXOffset());
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test238()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertEquals(0, bufferedImage0.getMinX());
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test239()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertEquals(3, bufferedImage0.getHeight());
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test240()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertEquals(3, bufferedImage0.getWidth());
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test241()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertEquals(3, bufferedImage0.getType());
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test242()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertEquals(0, bufferedImage0.getMinY());
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test243()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertEquals(1, bufferedImage0.getNumXTiles());
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test244()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertEquals(3, bufferedImage0.getTileHeight());
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test245()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertEquals(0.5F, bufferedImage0.getAccelerationPriority(), 0.01F);
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test246()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertTrue(bufferedImage0.isAlphaPremultiplied());
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test247()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertTrue(bufferedImage0.hasTileWriters());
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test248()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertEquals(3, PaletteFactory.COMPONENTS);
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test249()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertTrue(boolean0);
}",
"    public boolean hasTransparency(final BufferedImage src) {
        return hasTransparency(src, 255);
    }","  public void test250()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>(3);
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      BufferedImage bufferedImage1 = rescaleOp0.filter(bufferedImage0, bufferedImage0);
      boolean boolean0 = paletteFactory0.hasTransparency(bufferedImage0);
      assertSame(bufferedImage0, bufferedImage1);
}",
,"  public void test251()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      assertEquals(3, PaletteFactory.COMPONENTS);
}",
,"  public void test252()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      assertNotNull(paletteFactory0);
}",
,"  public void test253()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      assertTrue(hashtable0.isEmpty());
}",
,"  public void test254()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      assertEquals(0, hashtable0.size());
}",
,"  public void test255()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      assertNotNull(hashtable0);
}",
,"  public void test256()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      assertTrue(hashtable0.isEmpty());
}",
,"  public void test257()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      assertEquals(0, hashtable0.size());
}",
,"  public void test258()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      assertTrue(renderingHints0.isEmpty());
}",
,"  public void test259()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      assertEquals(0, renderingHints0.size());
}",
,"  public void test260()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      assertNotNull(renderingHints0);
}",
,"  public void test261()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      assertTrue(hashtable0.isEmpty());
}",
,"  public void test262()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      assertEquals(0, hashtable0.size());
}",
,"  public void test263()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      assertTrue(renderingHints0.isEmpty());
}",
,"  public void test264()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      assertEquals(0, renderingHints0.size());
}",
,"  public void test265()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      assertEquals(4, rescaleOp0.getNumFactors());
}",
,"  public void test266()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      assertArrayEquals(new float[] {3.0F, 3.0F, 0.0F, 3.0F}, floatArray0, 0.01F);
}",
,"  public void test267()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      assertEquals(4, floatArray0.length);
}",
,"  public void test268()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      assertNotNull(rescaleOp0);
}",
,"  public void test269()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      assertEquals(0.5F, bufferedImage0.getAccelerationPriority(), 0.01F);
}",
,"  public void test270()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      assertEquals(3, bufferedImage0.getType());
}",
,"  public void test271()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      assertTrue(bufferedImage0.hasTileWriters());
}",
,"  public void test272()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      assertEquals(0, bufferedImage0.getTileGridXOffset());
}",
,"  public void test273()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      assertEquals(1, bufferedImage0.getNumYTiles());
}",
,"  public void test274()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      assertEquals(3, bufferedImage0.getTileHeight());
}",
,"  public void test275()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      assertEquals(3, bufferedImage0.getWidth());
}",
,"  public void test276()  throws Throwable  {
      PaletteFactory paletteFactory0 = new PaletteFactory();
      float[] floatArray0 = new float[4];
      floatArray0[1] = (float) 3;
      floatArray0[0] = (float) 3;
      floatArray0[3] = (float) 3;
      Hashtable<RenderingHints.Key, Object> hashtable0 = new Hashtable<RenderingHints.Key, Object>();
      RenderingHints renderingHints0 = new RenderingHints(hashtable0);
      RescaleOp rescaleOp0 = new RescaleOp(floatArray0, floatArray0, renderingHints0);
      BufferedImage bufferedImage0 = new BufferedImage(3, 3, 3);
      assertEquals(0, bufferedImage0.getTileGridYOffset());
}",
